;id_professor;nome;ano;departamento
1001;feaf3255-2c3f-4e57-b6e0-cca6533c6dc3;INDICE DE INTERVENCOES EM RECEM-NASCIDOS DE MAE COVID, EM UM HOSPITAL UNIVERSITARIO EM PONTA GROSSA-PR;2022;Departamento de Análises Clínicas e Toxicológicas
1002;feaf3255-2c3f-4e57-b6e0-cca6533c6dc3;COMPARACAO ENTRE PNEUMONIAS HOSPITALARES POR STAPHYLOCOCCUS AUREUS RESISTENTE (MRSA) E SENSIVEL (MSSA) A METICILINA EM UNIDADE DE TERAPIA INTENSIVA NA REGIAO DOS CAMPOS GERAIS;2022;Departamento de Análises Clínicas e Toxicológicas
1003;feaf3255-2c3f-4e57-b6e0-cca6533c6dc3;AVALIACAO DA INFLUENCIA DA PANDEMIA DE COVID-19 SOBRE AS INFECCOES RELACIONADAS A SAUDE NO POS-PARTO EM PUERPERAS EM UM HOSPITAL DA REGIAO DOS CAMPOS GERAIS;2022;Departamento de Análises Clínicas e Toxicológicas
1004;44c5ab0c-f24d-4487-a1aa-8f0afe02f7e6;"Utilizacao da tecnica ""bola de neve"" para a selecao de participantes de pesquisas em Educacao";2021;Departamento de Educação
1005;44c5ab0c-f24d-4487-a1aa-8f0afe02f7e6;Iniciativas para a remocao de barreiras atitudinais no ambito escolar relacionadas a educandos com TEA: o que indicam artigos cientificos;2022;Departamento de Educação
1006;a613a73e-b73a-4455-b26f-588547d6d9b3;AVALIACAO DA AMPLITUDE DE DISTRIBUICAO DOS ERITROCITOS (RDW) EM DIFERENTES ANALISADORES HEMATOLOGICOS;2020;Departamento de Análises Clínicas e Toxicológicas
1007;a613a73e-b73a-4455-b26f-588547d6d9b3;AVALIACAO DA RELACAO NEUTROFILO/LINFOCITO EM PACIENTES HOSPITALIZADOS COM COVID-19;2021;Departamento de Análises Clínicas e Toxicológicas
1008;a613a73e-b73a-4455-b26f-588547d6d9b3;DESENVOLVIMENTO DE METODOLOGIA DE PCR EM TEMPO REAL PARA A GENOTIPAGEM DE GRUPOS SANGUINEOS;2022;Departamento de Análises Clínicas e Toxicológicas
1009;cdd1abf0-3bbe-43d1-bf0b-3898e3c0fe58;MERCADO DE TRABALHO DESEJADO POR INGRESSANTES DO CURSO DE FARMACIA DA UNIVERSIDADE ESTADUAL DE PONTA GROSSA;2020;Departamento de Odontologia
1010;cdd1abf0-3bbe-43d1-bf0b-3898e3c0fe58;FATORES ASSOCIADOS AO MERCADO DE TRABALHO DESEJADO POR INGRESSANTES DO CURSO DE ODONTOLOGIA DA UNIVERSIDADE ESTADUAL DE PONTA GROSSA;2020;Departamento de Odontologia
1011;cdd1abf0-3bbe-43d1-bf0b-3898e3c0fe58;UTILIZACAO DA TERMINOLOGIA PRE-NATAL ODONTOLOGICO: UMA REVISAO INTEGRATIVA DA LITERATURA;2020;Departamento de Odontologia
1012;cdd1abf0-3bbe-43d1-bf0b-3898e3c0fe58;UTILIZACAO DAS TERMINOLOGIAS URGENCIA E EMERGENCIA EM ODONTOLOGIA: UMA REVISAO INTEGRATIVA DA LITERATURA;2020;Departamento de Odontologia
1013;cdd1abf0-3bbe-43d1-bf0b-3898e3c0fe58;RELACAO ENTRE INTERNACAO DO BEBE EM UNIDADE DE TERAPIA INTENSIVA E COMPORTAMENTO MATERNO DE SAUDE BUCAL;2021;Departamento de Odontologia
1014;cdd1abf0-3bbe-43d1-bf0b-3898e3c0fe58;RELACAO ENTRE INTERNACAO DO BEBE EM UNIDADE DE TERAPIA INTENSIVA E AUTOPERCEPCAO MATERNA DE SAUDE BUCAL;2021;Departamento de Odontologia
1015;cdd1abf0-3bbe-43d1-bf0b-3898e3c0fe58;FUNCIONALIDADE E MOTIVACAO PARA CUIDADOS BUCAIS DE PACIENTES GRAVES RECUPERADOS DA COVID-19;2021;Departamento de Odontologia
1016;cdd1abf0-3bbe-43d1-bf0b-3898e3c0fe58;RELACAO ENTRE A FUNCIONALIDADE E FATORES SOCIODEMOGRAFICOS COM A AUTOAVALIZACAO DA SAUDE BUCAL DE PACIENTES GRAVES RECUPERADOS DA COVID-19 12 MESES APOS ALTA EM UTI;2022;Departamento de Odontologia
